"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"J&K","NR","33.450000","76.240000","16/04/2020","47.90","2020-04-16"
"Chandigarh","NR","30.719997","76.780006","16/04/2020","3.30","2020-04-16"
"Chhattisgarh","WR","22.090420","82.159987","16/04/2020","95.00","2020-04-16"
"Gujarat","WR","22.258700","71.192400","16/04/2020","337.40","2020-04-16"
"MP","WR","21.300391","76.130019","16/04/2020","219.10","2020-04-16"
"Maharashtra","WR","19.250232","73.160175","16/04/2020","439.50","2020-04-16"
"Goa","WR","15.491997","73.818001","16/04/2020","12.10","2020-04-16"
"DNH","WR","20.266578","73.016618","16/04/2020","18.40","2020-04-16"
"Andhra Pradesh","SR","14.750429","78.570026","16/04/2020","199.40","2020-04-16"
"Telangana","SR","18.112400","79.019300","16/04/2020","223.40","2020-04-16"
"Karnataka","SR","12.570381","76.919997","16/04/2020","243.40","2020-04-16"
"Kerala","SR","8.900373","76.569993","16/04/2020","80.40","2020-04-16"
"Tamil Nadu","SR","12.920386","79.150042","16/04/2020","349.00","2020-04-16"
"Pondy","SR","11.934994","79.830000","16/04/2020","7.80","2020-04-16"
"Bihar","ER","25.785414","87.479973","16/04/2020","71.70","2020-04-16"
"Jharkhand","ER","23.800393","86.419986","16/04/2020","23.50","2020-04-16"
"Odisha","ER","19.820430","85.900017","16/04/2020","80.90","2020-04-16"
"West Bengal","ER","22.580390","88.329947","16/04/2020","126.70","2020-04-16"
"Sikkim","ER","27.333330","88.616648","16/04/2020","1.40","2020-04-16"
"Arunachal Pradesh","NER","27.100399","93.616601","16/04/2020","2.40","2020-04-16"
"Assam","NER","26.749981","94.216667","16/04/2020","22.80","2020-04-16"
"Manipur","NER","24.799971","93.950017","16/04/2020","2.50","2020-04-16"
"Meghalaya","NER","25.570492","91.880014","16/04/2020","6.70","2020-04-16"
"Mizoram","NER","23.710399","92.720015","16/04/2020","1.70","2020-04-16"
"Nagaland","NER","25.666998","94.116570","16/04/2020","1.90","2020-04-16"
"Tripura","NER","23.835404","91.279999","16/04/2020","3.30","2020-04-16"
"Punjab","NR","31.519974","75.980003","17/04/2020","111.70","2020-04-17"
"Haryana","NR","28.450006","77.019991","17/04/2020","124.30","2020-04-17"
"Rajasthan","NR","26.449999","74.639981","17/04/2020","227.10","2020-04-17"
"Delhi","NR","28.669993","77.230004","17/04/2020","59.80","2020-04-17"
"UP","NR","27.599981","78.050006","17/04/2020","267.30","2020-04-17"
"Uttarakhand","NR","30.320409","78.050006","17/04/2020","35.70","2020-04-17"
"HP","NR","31.100025","77.166597","17/04/2020","28.00","2020-04-17"
"J&K","NR","33.450000","76.240000","17/04/2020","46.40","2020-04-17"
"Chandigarh","NR","30.719997","76.780006","17/04/2020","3.10","2020-04-17"
"Chhattisgarh","WR","22.090420","82.159987","17/04/2020","92.20","2020-04-17"
"Gujarat","WR","22.258700","71.192400","17/04/2020","332.80","2020-04-17"
"MP","WR","21.300391","76.130019","17/04/2020","216.50","2020-04-17"
"Maharashtra","WR","19.250232","73.160175","17/04/2020","442.20","2020-04-17"
"Goa","WR","15.491997","73.818001","17/04/2020","9.90","2020-04-17"
"DNH","WR","20.266578","73.016618","17/04/2020","18.20","2020-04-17"
"Andhra Pradesh","SR","14.750429","78.570026","17/04/2020","197.40","2020-04-17"
"Telangana","SR","18.112400","79.019300","17/04/2020","215.90","2020-04-17"
"Karnataka","SR","12.570381","76.919997","17/04/2020","244.00","2020-04-17"
"Kerala","SR","8.900373","76.569993","17/04/2020","78.30","2020-04-17"
"Tamil Nadu","SR","12.920386","79.150042","17/04/2020","344.70","2020-04-17"
"Pondy","SR","11.934994","79.830000","17/04/2020","7.20","2020-04-17"
"Bihar","ER","25.785414","87.479973","17/04/2020","70.80","2020-04-17"
"Jharkhand","ER","23.800393","86.419986","17/04/2020","23.60","2020-04-17"
"Odisha","ER","19.820430","85.900017","17/04/2020","85.10","2020-04-17"
"West Bengal","ER","22.580390","88.329947","17/04/2020","129.00","2020-04-17"
"Sikkim","ER","27.333330","88.616648","17/04/2020","1.40","2020-04-17"
"Arunachal Pradesh","NER","27.100399","93.616601","17/04/2020","2.30","2020-04-17"
"Assam","NER","26.749981","94.216667","17/04/2020","22.50","2020-04-17"
"Manipur","NER","24.799971","93.950017","17/04/2020","2.40","2020-04-17"
"Meghalaya","NER","25.570492","91.880014","17/04/2020","6.60","2020-04-17"
"Mizoram","NER","23.710399","92.720015","17/04/2020","1.60","2020-04-17"
"Nagaland","NER","25.666998","94.116570","17/04/2020","1.90","2020-04-17"
"Tripura","NER","23.835404","91.279999","17/04/2020","3.20","2020-04-17"
"Punjab","NR","31.519974","75.980003","18/04/2020","112.30","2020-04-18"
"Haryana","NR","28.450006","77.019991","18/04/2020","116.80","2020-04-18"
"Rajasthan","NR","26.449999","74.639981","18/04/2020","217.20","2020-04-18"
"Delhi","NR","28.669993","77.230004","18/04/2020","58.10","2020-04-18"
"UP","NR","27.599981","78.050006","18/04/2020","273.10","2020-04-18"
"Uttarakhand","NR","30.320409","78.050006","18/04/2020","33.40","2020-04-18"
"HP","NR","31.100025","77.166597","18/04/2020","25.10","2020-04-18"
"J&K","NR","33.450000","76.240000","18/04/2020","45.30","2020-04-18"
"Chandigarh","NR","30.719997","76.780006","18/04/2020","2.80","2020-04-18"
"Chhattisgarh","WR","22.090420","82.159987","18/04/2020","94.00","2020-04-18"
"Gujarat","WR","22.258700","71.192400","18/04/2020","325.80","2020-04-18"
"MP","WR","21.300391","76.130019","18/04/2020","217.70","2020-04-18"
"Maharashtra","WR","19.250232","73.160175","18/04/2020","429.60","2020-04-18"
"Goa","WR","15.491997","73.818001","18/04/2020","9.50","2020-04-18"
"DNH","WR","20.266578","73.016618","18/04/2020","17.90","2020-04-18"
"Andhra Pradesh","SR","14.750429","78.570026","18/04/2020","195.00","2020-04-18"
"Telangana","SR","18.112400","79.019300","18/04/2020","220.50","2020-04-18"
"Karnataka","SR","12.570381","76.919997","18/04/2020","231.50","2020-04-18"
"Kerala","SR","8.900373","76.569993","18/04/2020","72.30","2020-04-18"
"Tamil Nadu","SR","12.920386","79.150042","18/04/2020","319.50","2020-04-18"
"Pondy","SR","11.934994","79.830000","18/04/2020","7.40","2020-04-18"
"Bihar","ER","25.785414","87.479973","18/04/2020","73.30","2020-04-18"
"Jharkhand","ER","23.800393","86.419986","18/04/2020","23.60","2020-04-18"
"Odisha","ER","19.820430","85.900017","18/04/2020","83.30","2020-04-18"
"West Bengal","ER","22.580390","88.329947","18/04/2020","121.80","2020-04-18"
"Sikkim","ER","27.333330","88.616648","18/04/2020","1.20","2020-04-18"
"Arunachal Pradesh","NER","27.100399","93.616601","18/04/2020","2.40","2020-04-18"
"Assam","NER","26.749981","94.216667","18/04/2020","22.50","2020-04-18"
"Manipur","NER","24.799971","93.950017","18/04/2020","2.40","2020-04-18"
"Meghalaya","NER","25.570492","91.880014","18/04/2020","6.30","2020-04-18"
"Mizoram","NER","23.710399","92.720015","18/04/2020","1.40","2020-04-18"
"Nagaland","NER","25.666998","94.116570","18/04/2020","1.80","2020-04-18"
"Tripura","NER","23.835404","91.279999","18/04/2020","3.20","2020-04-18"
"Punjab","NR","31.519974","75.980003","19/04/2020","102.80","2020-04-19"
"Haryana","NR","28.450006","77.019991","19/04/2020","123.40","2020-04-19"
"Rajasthan","NR","26.449999","74.639981","19/04/2020","229.60","2020-04-19"
"Delhi","NR","28.669993","77.230004","19/04/2020","69.10","2020-04-19"
"UP","NR","27.599981","78.050006","19/04/2020","268.00","2020-04-19"
"Uttarakhand","NR","30.320409","78.050006","19/04/2020","38.10","2020-04-19"
"HP","NR","31.100025","77.166597","19/04/2020","29.00","2020-04-19"
"J&K","NR","33.450000","76.240000","19/04/2020","49.60","2020-04-19"
"Chandigarh","NR","30.719997","76.780006","19/04/2020","3.70","2020-04-19"
"Chhattisgarh","WR","22.090420","82.159987","19/04/2020","81.30","2020-04-19"
"Gujarat","WR","22.258700","71.192400","19/04/2020","326.30","2020-04-19"
"MP","WR","21.300391","76.130019","19/04/2020","237.70","2020-04-19"
"Maharashtra","WR","19.250232","73.160175","19/04/2020","408.30","2020-04-19"
"Goa","WR","15.491997","73.818001","19/04/2020","10.80","2020-04-19"
"DNH","WR","20.266578","73.016618","19/04/2020","18.20","2020-04-19"
"Andhra Pradesh","SR","14.750429","78.570026","19/04/2020","164.00","2020-04-19"
"Telangana","SR","18.112400","79.019300","19/04/2020","174.00","2020-04-19"
"Karnataka","SR","12.570381","76.919997","19/04/2020","213.10","2020-04-19"
"Kerala","SR","8.900373","76.569993","19/04/2020","71.10","2020-04-19"
"Tamil Nadu","SR","12.920386","79.150042","19/04/2020","296.50","2020-04-19"
"Pondy","SR","11.934994","79.830000","19/04/2020","7.00","2020-04-19"
"Bihar","ER","25.785414","87.479973","19/04/2020","73.50","2020-04-19"
"Jharkhand","ER","23.800393","86.419986","19/04/2020","22.80","2020-04-19"
"Odisha","ER","19.820430","85.900017","19/04/2020","74.20","2020-04-19"
"West Bengal","ER","22.580390","88.329947","19/04/2020","123.70","2020-04-19"
"Sikkim","ER","27.333330","88.616648","19/04/2020","1.40","2020-04-19"
"Arunachal Pradesh","NER","27.100399","93.616601","19/04/2020","2.20","2020-04-19"
"Assam","NER","26.749981","94.216667","19/04/2020","23.60","2020-04-19"
"Manipur","NER","24.799971","93.950017","19/04/2020","2.90","2020-04-19"
"Meghalaya","NER","25.570492","91.880014","19/04/2020","6.20","2020-04-19"
"Mizoram","NER","23.710399","92.720015","19/04/2020","2.10","2020-04-19"
"Nagaland","NER","25.666998","94.116570","19/04/2020","2.10","2020-04-19"
"Tripura","NER","23.835404","91.279999","19/04/2020","3.60","2020-04-19"
"Punjab","NR","31.519974","75.980003","20/04/2020","105.20","2020-04-20"
"Haryana","NR","28.450006","77.019991","20/04/2020","126.50","2020-04-20"
"Rajasthan","NR","26.449999","74.639981","20/04/2020","239.70","2020-04-20"
"Delhi","NR","28.669993","77.230004","20/04/2020","69.40","2020-04-20"
"UP","NR","27.599981","78.050006","20/04/2020","274.70","2020-04-20"
"Uttarakhand","NR","30.320409","78.050006","20/04/2020","38.70","2020-04-20"
"HP","NR","31.100025","77.166597","20/04/2020","30.40","2020-04-20"
"J&K","NR","33.450000","76.240000","20/04/2020","50.80","2020-04-20"
"Chandigarh","NR","30.719997","76.780006","20/04/2020","3.70","2020-04-20"
"Chhattisgarh","WR","22.090420","82.159987","20/04/2020","82.30","2020-04-20"
"Gujarat","WR","22.258700","71.192400","20/04/2020","332.10","2020-04-20"
"MP","WR","21.300391","76.130019","20/04/2020","239.30","2020-04-20"
"Maharashtra","WR","19.250232","73.160175","20/04/2020","421.60","2020-04-20"
"Goa","WR","15.491997","73.818001","20/04/2020","11.70","2020-04-20"
"DNH","WR","20.266578","73.016618","20/04/2020","18.40","2020-04-20"
"Andhra Pradesh","SR","14.750429","78.570026","20/04/2020","166.70","2020-04-20"
"Telangana","SR","18.112400","79.019300","20/04/2020","180.00","2020-04-20"
"Karnataka","SR","12.570381","76.919997","20/04/2020","218.60","2020-04-20"
"Kerala","SR","8.900373","76.569993","20/04/2020","73.60","2020-04-20"
"Tamil Nadu","SR","12.920386","79.150042","20/04/2020","303.40","2020-04-20"
"Pondy","SR","11.934994","79.830000","20/04/2020","7.20","2020-04-20"
"Bihar","ER","25.785414","87.479973","20/04/2020","74.30","2020-04-20"
"Jharkhand","ER","23.800393","86.419986","20/04/2020","23.60","2020-04-20"
"Odisha","ER","19.820430","85.900017","20/04/2020","72.90","2020-04-20"
"West Bengal","ER","22.580390","88.329947","20/04/2020","129.70","2020-04-20"
"Sikkim","ER","27.333330","88.616648","20/04/2020","1.40","2020-04-20"
"Arunachal Pradesh","NER","27.100399","93.616601","20/04/2020","2.30","2020-04-20"
"Assam","NER","26.749981","94.216667","20/04/2020","23.40","2020-04-20"
"Manipur","NER","24.799971","93.950017","20/04/2020","2.80","2020-04-20"
"Meghalaya","NER","25.570492","91.880014","20/04/2020","6.30","2020-04-20"
"Mizoram","NER","23.710399","92.720015","20/04/2020","1.90","2020-04-20"
"Nagaland","NER","25.666998","94.116570","20/04/2020","2.20","2020-04-20"
"Tripura","NER","23.835404","91.279999","20/04/2020","3.70","2020-04-20"
"Punjab","NR","31.519974","75.980003","21/04/2020","105.80","2020-04-21"
"Haryana","NR","28.450006","77.019991","21/04/2020","125.30","2020-04-21"
"Rajasthan","NR","26.449999","74.639981","21/04/2020","234.30","2020-04-21"
"Delhi","NR","28.669993","77.230004","21/04/2020","69.10","2020-04-21"
"UP","NR","27.599981","78.050006","21/04/2020","259.30","2020-04-21"
"Uttarakhand","NR","30.320409","78.050006","21/04/2020","39.80","2020-04-21"
"HP","NR","31.100025","77.166597","21/04/2020","29.70","2020-04-21"
"J&K","NR","33.450000","76.240000","21/04/2020","51.00","2020-04-21"
"Chandigarh","NR","30.719997","76.780006","21/04/2020","3.60","2020-04-21"
"Chhattisgarh","WR","22.090420","82.159987","21/04/2020","81.00","2020-04-21"
"Gujarat","WR","22.258700","71.192400","21/04/2020","327.10","2020-04-21"
"MP","WR","21.300391","76.130019","21/04/2020","236.50","2020-04-21"
"Maharashtra","WR","19.250232","73.160175","21/04/2020","424.10","2020-04-21"
"Goa","WR","15.491997","73.818001","21/04/2020","12.30","2020-04-21"
"DNH","WR","20.266578","73.016618","21/04/2020","18.30","2020-04-21"
"Andhra Pradesh","SR","14.750429","78.570026","21/04/2020","165.90","2020-04-21"
"Telangana","SR","18.112400","79.019300","21/04/2020","183.60","2020-04-21"
"Karnataka","SR","12.570381","76.919997","21/04/2020","223.40","2020-04-21"
"Kerala","SR","8.900373","76.569993","21/04/2020","74.50","2020-04-21"
"Tamil Nadu","SR","12.920386","79.150042","21/04/2020","310.30","2020-04-21"
"Pondy","SR","11.934994","79.830000","21/04/2020","7.30","2020-04-21"
"Bihar","ER","25.785414","87.479973","21/04/2020","75.00","2020-04-21"
"Jharkhand","ER","23.800393","86.419986","21/04/2020","23.70","2020-04-21"
"Odisha","ER","19.820430","85.900017","21/04/2020","74.80","2020-04-21"
"West Bengal","ER","22.580390","88.329947","21/04/2020","132.30","2020-04-21"
"Sikkim","ER","27.333330","88.616648","21/04/2020","1.50","2020-04-21"
"Arunachal Pradesh","NER","27.100399","93.616601","21/04/2020","2.20","2020-04-21"
"Assam","NER","26.749981","94.216667","21/04/2020","23.70","2020-04-21"
"Manipur","NER","24.799971","93.950017","21/04/2020","2.90","2020-04-21"
"Meghalaya","NER","25.570492","91.880014","21/04/2020","6.20","2020-04-21"
"Mizoram","NER","23.710399","92.720015","21/04/2020","1.80","2020-04-21"
"Nagaland","NER","25.666998","94.116570","21/04/2020","2.20","2020-04-21"
"Tripura","NER","23.835404","91.279999","21/04/2020","3.90","2020-04-21"
"Punjab","NR","31.519974","75.980003","22/04/2020","92.40","2020-04-22"
"Haryana","NR","28.450006","77.019991","22/04/2020","129.70","2020-04-22"
"Rajasthan","NR","26.449999","74.639981","22/04/2020","226.40","2020-04-22"
"Delhi","NR","28.669993","77.230004","22/04/2020","68.70","2020-04-22"
"UP","NR","27.599981","78.050006","22/04/2020","221.20","2020-04-22"
"Uttarakhand","NR","30.320409","78.050006","22/04/2020","37.10","2020-04-22"
"HP","NR","31.100025","77.166597","22/04/2020","26.20","2020-04-22"
"J&K","NR","33.450000","76.240000","22/04/2020","29.20","2020-04-22"
"Chandigarh","NR","30.719997","76.780006","22/04/2020","3.60","2020-04-22"
"Chhattisgarh","WR","22.090420","82.159987","22/04/2020","83.40","2020-04-22"
"Gujarat","WR","22.258700","71.192400","22/04/2020","320.10","2020-04-22"
"MP","WR","21.300391","76.130019","22/04/2020","213.70","2020-04-22"
"Maharashtra","WR","19.250232","73.160175","22/04/2020","414.10","2020-04-22"
"Goa","WR","15.491997","73.818001","22/04/2020","12.30","2020-04-22"
"DNH","WR","20.266578","73.016618","22/04/2020","18.50","2020-04-22"
"Andhra Pradesh","SR","14.750429","78.570026","22/04/2020","169.20","2020-04-22"
"Telangana","SR","18.112400","79.019300","22/04/2020","187.40","2020-04-22"
"Karnataka","SR","12.570381","76.919997","22/04/2020","223.30","2020-04-22"
"Kerala","SR","8.900373","76.569993","22/04/2020","74.90","2020-04-22"
"Tamil Nadu","SR","12.920386","79.150042","22/04/2020","311.40","2020-04-22"
"Pondy","SR","11.934994","79.830000","22/04/2020","7.40","2020-04-22"
"Bihar","ER","25.785414","87.479973","22/04/2020","73.40","2020-04-22"
"Jharkhand","ER","23.800393","86.419986","22/04/2020","23.60","2020-04-22"
"Odisha","ER","19.820430","85.900017","22/04/2020","73.60","2020-04-22"
"West Bengal","ER","22.580390","88.329947","22/04/2020","129.60","2020-04-22"
"Sikkim","ER","27.333330","88.616648","22/04/2020","1.40","2020-04-22"
"Arunachal Pradesh","NER","27.100399","93.616601","22/04/2020","2.20","2020-04-22"
"Assam","NER","26.749981","94.216667","22/04/2020","23.90","2020-04-22"
"Manipur","NER","24.799971","93.950017","22/04/2020","2.90","2020-04-22"
"Meghalaya","NER","25.570492","91.880014","22/04/2020","6.20","2020-04-22"
"Mizoram","NER","23.710399","92.720015","22/04/2020","2.00","2020-04-22"
"Nagaland","NER","25.666998","94.116570","22/04/2020","2.10","2020-04-22"
"Tripura","NER","23.835404","91.279999","22/04/2020","3.80","2020-04-22"
"Punjab","NR","31.519974","75.980003","23/04/2020","100.20","2020-04-23"
"Haryana","NR","28.450006","77.019991","23/04/2020","115.00","2020-04-23"
"Rajasthan","NR","26.449999","74.639981","23/04/2020","234.30","2020-04-23"
"Delhi","NR","28.669993","77.230004","23/04/2020","70.00","2020-04-23"
"UP","NR","27.599981","78.050006","23/04/2020","231.00","2020-04-23"
"Uttarakhand","NR","30.320409","78.050006","23/04/2020","33.60","2020-04-23"
"HP","NR","31.100025","77.166597","23/04/2020","26.20","2020-04-23"
"J&K","NR","33.450000","76.240000","23/04/2020","35.90","2020-04-23"
"Chandigarh","NR","30.719997","76.780006","23/04/2020","3.70","2020-04-23"
"Chhattisgarh","WR","22.090420","82.159987","23/04/2020","83.00","2020-04-23"
"Gujarat","WR","22.258700","71.192400","23/04/2020","320.10","2020-04-23"
"MP","WR","21.300391","76.130019","23/04/2020","226.30","2020-04-23"
"Maharashtra","WR","19.250232","73.160175","23/04/2020","400.00","2020-04-23"
"Goa","WR","15.491997","73.818001","23/04/2020","12.30","2020-04-23"
"DNH","WR","20.266578","73.016618","23/04/2020","18.30","2020-04-23"
"Andhra Pradesh","SR","14.750429","78.570026","23/04/2020","172.90","2020-04-23"
"Telangana","SR","18.112400","79.019300","23/04/2020","188.70","2020-04-23"
"Karnataka","SR","12.570381","76.919997","23/04/2020","229.90","2020-04-23"
"Kerala","SR","8.900373","76.569993","23/04/2020","74.80","2020-04-23"
"Tamil Nadu","SR","12.920386","79.150042","23/04/2020","318.90","2020-04-23"
"Pondy","SR","11.934994","79.830000","23/04/2020","7.60","2020-04-23"
"Bihar","ER","25.785414","87.479973","23/04/2020","55.70","2020-04-23"
"Jharkhand","ER","23.800393","86.419986","23/04/2020","20.80","2020-04-23"
"Odisha","ER","19.820430","85.900017","23/04/2020","74.90","2020-04-23"
"West Bengal","ER","22.580390","88.329947","23/04/2020","131.00","2020-04-23"
"Sikkim","ER","27.333330","88.616648","23/04/2020","1.30","2020-04-23"
"Arunachal Pradesh","NER","27.100399","93.616601","23/04/2020","2.30","2020-04-23"
"Assam","NER","26.749981","94.216667","23/04/2020","23.60","2020-04-23"
"Manipur","NER","24.799971","93.950017","23/04/2020","2.50","2020-04-23"
"Meghalaya","NER","25.570492","91.880014","23/04/2020","6.40","2020-04-23"
"Mizoram","NER","23.710399","92.720015","23/04/2020","1.80","2020-04-23"
"Nagaland","NER","25.666998","94.116570","23/04/2020","2.20","2020-04-23"
"Tripura","NER","23.835404","91.279999","23/04/2020","3.70","2020-04-23"
"Punjab","NR","31.519974","75.980003","24/04/2020","104.30","2020-04-24"
"Haryana","NR","28.450006","77.019991","24/04/2020","120.00","2020-04-24"
"Rajasthan","NR","26.449999","74.639981","24/04/2020","229.40","2020-04-24"
"Delhi","NR","28.669993","77.230004","24/04/2020","65.80","2020-04-24"
"UP","NR","27.599981","78.050006","24/04/2020","248.00","2020-04-24"
"Uttarakhand","NR","30.320409","78.050006","24/04/2020","39.20","2020-04-24"
"HP","NR","31.100025","77.166597","24/04/2020","28.60","2020-04-24"
"J&K","NR","33.450000","76.240000","24/04/2020","42.80","2020-04-24"
"Chandigarh","NR","30.719997","76.780006","24/04/2020","3.40","2020-04-24"
"Chhattisgarh","WR","22.090420","82.159987","24/04/2020","80.70","2020-04-24"
"Gujarat","WR","22.258700","71.192400","24/04/2020","314.90","2020-04-24"
"MP","WR","21.300391","76.130019","24/04/2020","230.60","2020-04-24"
"Maharashtra","WR","19.250232","73.160175","24/04/2020","389.60","2020-04-24"
"Goa","WR","15.491997","73.818001","24/04/2020","12.30","2020-04-24"
"DNH","WR","20.266578","73.016618","24/04/2020","18.10","2020-04-24"
"Andhra Pradesh","SR","14.750429","78.570026","24/04/2020","172.60","2020-04-24"
"Telangana","SR","18.112400","79.019300","24/04/2020","185.40","2020-04-24"
"Karnataka","SR","12.570381","76.919997","24/04/2020","215.20","2020-04-24"
"Kerala","SR","8.900373","76.569993","24/04/2020","73.40","2020-04-24"
"Tamil Nadu","SR","12.920386","79.150042","24/04/2020","313.60","2020-04-24"
"Pondy","SR","11.934994","79.830000","24/04/2020","7.40","2020-04-24"
"Bihar","ER","25.785414","87.479973","24/04/2020","55.00","2020-04-24"
"Jharkhand","ER","23.800393","86.419986","24/04/2020","20.00","2020-04-24"
"Odisha","ER","19.820430","85.900017","24/04/2020","72.40","2020-04-24"
"West Bengal","ER","22.580390","88.329947","24/04/2020","124.00","2020-04-24"
"Sikkim","ER","27.333330","88.616648","24/04/2020","1.30","2020-04-24"
"Arunachal Pradesh","NER","27.100399","93.616601","24/04/2020","2.10","2020-04-24"
"Assam","NER","26.749981","94.216667","24/04/2020","23.20","2020-04-24"
"Manipur","NER","24.799971","93.950017","24/04/2020","2.80","2020-04-24"
"Meghalaya","NER","25.570492","91.880014","24/04/2020","6.10","2020-04-24"
"Mizoram","NER","23.710399","92.720015","24/04/2020","1.80","2020-04-24"
"Nagaland","NER","25.666998","94.116570","24/04/2020","2.10","2020-04-24"
"Tripura","NER","23.835404","91.279999","24/04/2020","3.80","2020-04-24"
"Punjab","NR","31.519974","75.980003","25/04/2020","97.30","2020-04-25"
"Haryana","NR","28.450006","77.019991","25/04/2020","111.60","2020-04-25"
"Rajasthan","NR","26.449999","74.639981","25/04/2020","227.80","2020-04-25"
"Delhi","NR","28.669993","77.230004","25/04/2020","63.10","2020-04-25"
"UP","NR","27.599981","78.050006","25/04/2020","252.20","2020-04-25"
"Uttarakhand","NR","30.320409","78.050006","25/04/2020","36.40","2020-04-25"
"HP","NR","31.100025","77.166597","25/04/2020","27.60","2020-04-25"
"J&K","NR","33.450000","76.240000","25/04/2020","46.40","2020-04-25"
"Chandigarh","NR","30.719997","76.780006","25/04/2020","3.20","2020-04-25"
"Chhattisgarh","WR","22.090420","82.159987","25/04/2020","82.00","2020-04-25"
"Gujarat","WR","22.258700","71.192400","25/04/2020","301.00","2020-04-25"
"MP","WR","21.300391","76.130019","25/04/2020","231.00","2020-04-25"
"Maharashtra","WR","19.250232","73.160175","25/04/2020","381.50","2020-04-25"
"Goa","WR","15.491997","73.818001","25/04/2020","12.30","2020-04-25"
"DNH","WR","20.266578","73.016618","25/04/2020","18.00","2020-04-25"
"Andhra Pradesh","SR","14.750429","78.570026","25/04/2020","167.20","2020-04-25"
"Telangana","SR","18.112400","79.019300","25/04/2020","182.50","2020-04-25"
"Karnataka","SR","12.570381","76.919997","25/04/2020","205.10","2020-04-25"
"Kerala","SR","8.900373","76.569993","25/04/2020","66.60","2020-04-25"
"Tamil Nadu","SR","12.920386","79.150042","25/04/2020","291.00","2020-04-25"
"Pondy","SR","11.934994","79.830000","25/04/2020","6.70","2020-04-25"
"Bihar","ER","25.785414","87.479973","25/04/2020","70.30","2020-04-25"
"Jharkhand","ER","23.800393","86.419986","25/04/2020","22.10","2020-04-25"
"Odisha","ER","19.820430","85.900017","25/04/2020","72.10","2020-04-25"
"West Bengal","ER","22.580390","88.329947","25/04/2020","111.60","2020-04-25"
"Sikkim","ER","27.333330","88.616648","25/04/2020","1.10","2020-04-25"
"Arunachal Pradesh","NER","27.100399","93.616601","25/04/2020","2.00","2020-04-25"
"Assam","NER","26.749981","94.216667","25/04/2020","22.10","2020-04-25"
"Manipur","NER","24.799971","93.950017","25/04/2020","2.80","2020-04-25"
"Meghalaya","NER","25.570492","91.880014","25/04/2020","6.20","2020-04-25"
"Mizoram","NER","23.710399","92.720015","25/04/2020","1.70","2020-04-25"
"Nagaland","NER","25.666998","94.116570","25/04/2020","2.10","2020-04-25"
"Tripura","NER","23.835404","91.279999","25/04/2020","3.80","2020-04-25"
"Punjab","NR","31.519974","75.980003","26/04/2020","181.30","2020-04-26"
"Haryana","NR","28.450006","77.019991","26/04/2020","189.30","2020-04-26"
"Rajasthan","NR","26.449999","74.639981","26/04/2020","261.80","2020-04-26"
"Delhi","NR","28.669993","77.230004","26/04/2020","135.50","2020-04-26"
"UP","NR","27.599981","78.050006","26/04/2020","412.60","2020-04-26"
"Uttarakhand","NR","30.320409","78.050006","26/04/2020","45.80","2020-04-26"
"HP","NR","31.100025","77.166597","26/04/2020","30.30","2020-04-26"
"J&K","NR","33.450000","76.240000","26/04/2020","42.60","2020-04-26"
"Chandigarh","NR","30.719997","76.780006","26/04/2020","6.50","2020-04-26"
"Chhattisgarh","WR","22.090420","82.159987","26/04/2020","85.50","2020-04-26"
"Gujarat","WR","22.258700","71.192400","26/04/2020","390.70","2020-04-26"
"MP","WR","21.300391","76.130019","26/04/2020","216.90","2020-04-26"
"Maharashtra","WR","19.250232","73.160175","26/04/2020","500.40","2020-04-26"
"Goa","WR","15.491997","73.818001","26/04/2020","12.30","2020-04-26"
"DNH","WR","20.266578","73.016618","26/04/2020","17.60","2020-04-26"
"Andhra Pradesh","SR","14.750429","78.570026","26/04/2020","174.60","2020-04-26"
"Telangana","SR","18.112400","79.019300","26/04/2020","154.40","2020-04-26"
"Karnataka","SR","12.570381","76.919997","26/04/2020","175.50","2020-04-26"
"Kerala","SR","8.900373","76.569993","26/04/2020","79.60","2020-04-26"
"Tamil Nadu","SR","12.920386","79.150042","26/04/2020","328.40","2020-04-26"
"Pondy","SR","11.934994","79.830000","26/04/2020","9.00","2020-04-26"
"Bihar","ER","25.785414","87.479973","26/04/2020","93.80","2020-04-26"
"Jharkhand","ER","23.800393","86.419986","26/04/2020","19.60","2020-04-26"
"Odisha","ER","19.820430","85.900017","26/04/2020","80.50","2020-04-26"
"West Bengal","ER","22.580390","88.329947","26/04/2020","152.90","2020-04-26"
"Sikkim","ER","27.333330","88.616648","26/04/2020","1.20","2020-04-26"
"Arunachal Pradesh","NER","27.100399","93.616601","26/04/2020","2.20","2020-04-26"
"Assam","NER","26.749981","94.216667","26/04/2020","28.30","2020-04-26"
"Manipur","NER","24.799971","93.950017","26/04/2020","2.40","2020-04-26"
"Meghalaya","NER","25.570492","91.880014","26/04/2020","5.90","2020-04-26"
"Mizoram","NER","23.710399","92.720015","26/04/2020","1.80","2020-04-26"
"Nagaland","NER","25.666998","94.116570","26/04/2020","2.10","2020-04-26"
"Tripura","NER","23.835404","91.279999","26/04/2020","4.00","2020-04-26"
"Punjab","NR","31.519974","75.980003","27/04/2020","162.60","2020-04-27"
"Haryana","NR","28.450006","77.019991","27/04/2020","184.20","2020-04-27"
"Rajasthan","NR","26.449999","74.639981","27/04/2020","268.10","2020-04-27"
